State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_Exercise,CI_Min_No_Exercise,CI_Max_No_Exercise,Few_Fruit_Veg,CI_Min_Fruit_Veg,CI_Max_Fruit_Veg,Obesity,Relative_Obesity,Obesity_Indicator,CI_Min_Obesity,CI_Max_Obesity,CI_Length_Obesity,Relative_CI_Length_Obesity,High_Blood_Pres,CI_Min_High_Blood_Pres,CI_Max_High_Blood_Pres,Smoker,CI_Min_Smoker,CI_Max_Smoker,Diabetes,CI_Min_Diabetes,CI_Max_Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Elderly_Disabled_Medicare_Ratio,Prim_Care_Phys_Rate,Prim_Care_Phys_PCT,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind
13,171,Lamar,Georgia,GA,41,,,,,,,,,,,,,,,,,,,,,,,2403,1950,518,3.764478764,48.8,0.0488,18.3,1,2
13,173,Lanier,Georgia,GA,69,,,,,,,,,,,,,,,,,,,,,,,1337,648,229,2.829694323,39.7,0.0397,0,2,2
13,175,Laurens,Georgia,GA,52,31.3,26.9,35.8,82.5,77.7,87.3,28.8,1.19278421,1,22.3,35.3,13,1.120398681,32.4,24.9,39.8,22.3,18.4,26.2,8.4,6.2,10.7,7636,5749,1718,3.346332945,113,0.113,32,2,2
13,177,Lee,Georgia,GA,39,18.3,11.9,24.6,82.3,74.1,90.6,19.1,0.791047861,0,11.9,26.3,14.4,1.241057,17.9,9,26.9,22.2,13.8,30.6,6.4,2.7,10.1,3272,1444,371,3.892183288,16.1,0.0161,6.4,1,1
13,179,Liberty,Georgia,GA,23,24.8,19.6,30,77.3,70.3,84.3,26.3,1.089243914,1,20.8,31.8,11,0.948029653,19.7,13.3,26,36.9,30.8,42.9,4.2,2.3,6.1,11681,2604,844,3.085308057,36.5,0.0365,26.1,2,1
13,181,Lincoln,Georgia,GA,42,,,,,,,,,,,,,,,,,,,,4.7,0,11.5,1341,1162,271,4.287822878,24.4,0.0244,24.4,2,2
13,183,Long,Georgia,GA,67,,,,,,,,,,,,,,,,,,,,7.4,0.7,14.2,2282,517,156,3.314102564,9,0.009,0,2,1
13,185,Lowndes,Georgia,GA,8,27.7,23.5,31.9,76.6,71,82.2,24,0.993986841,0,19.7,28.4,8.7,0.749805271,33,26.1,39.8,24.1,19.9,28.2,9.6,6.6,12.6,14359,9035,2277,3.967940272,69.3,0.0693,40.3,1,2
13,187,Lumpkin,Georgia,GA,39,22.4,14.5,30.3,,,,21.4,0.886304934,0,13.3,29.6,16.3,1.404807577,,,,27.6,17.6,37.5,7.4,2.7,12.2,3055,2007,468,4.288461538,45.2,0.0452,12.3,1,2
13,189,McDuffie,Georgia,GA,69,,,,,,,24.2,1.002270065,1,15.7,32.6,16.9,1.456518285,,,,19,11.4,26.5,12.9,6.6,19.1,3546,2428,678,3.581120944,59.8,0.0598,32.2,2,2
13,191,McIntosh,Georgia,GA,67,28.8,19.1,38.6,,,,,,,,,,,,,,23.2,13.8,32.6,9.8,3.9,15.8,2264,1311,462,2.837662338,9,0.009,18.1,2,2
13,193,Macon,Georgia,GA,68,,,,,,,,,,,,,,,,,,,,,,,2743,1423,431,3.30162413,29.1,0.0291,7.3,2,2
13,195,Madison,Georgia,GA,41,32.9,24.3,41.6,83.6,76,91.3,22,0.911154605,0,14.5,29.6,15.1,1.30138616,,,,27.4,18.8,36.1,7.9,3.7,12.1,3822,3024,947,3.193241816,25.7,0.0257,7.3,1,1
13,197,Marion,Georgia,GA,66,,,,,,,,,,,,,,,,,,,,,,,1477,581,163,3.564417178,13.8,0.0138,0,2,2
13,199,Meriwether,Georgia,GA,69,,,,,,,,,,,,,,,,,,,,9.3,0,18.8,3795,2704,711,3.803094233,48,0.048,8.7,2,1
13,201,Miller,Georgia,GA,75,,,,,,,,,,,,,,,,,,,,6.6,0,14.5,1114,930,200,4.65,80.3,0.0803,32.1,2,2
13,205,Mitchell,Georgia,GA,69,36.1,27.1,45.2,82.2,72.6,91.8,27.2,1.12651842,1,19.3,35.1,15.8,1.36171532,,,,17.1,9.8,24.3,12.4,7.1,17.6,4741,2562,719,3.563282337,50.4,0.0504,12.6,2,1
13,207,Monroe,Georgia,GA,42,,,,,,,,,,,,,,,,,,,,3.7,0,7.6,3033,1999,661,3.024205749,42,0.042,12.6,2,2
13,209,Montgomery,Georgia,GA,68,,,,85.2,75.4,95,,,,,,,,,,,11.7,5.5,17.8,11,1.8,20.2,1540,938,344,2.726744186,0,0,0,2,1
13,211,Morgan,Georgia,GA,42,,,,,,,,,,,,,,,,,19.9,9.9,30,3.7,0.9,6.5,2038,2005,431,4.651972158,34.3,0.0343,22.9,2,2
13,213,Murray,Georgia,GA,29,41.8,32.6,51,,,,30.3,1.254908387,1,21.2,39.3,18.1,1.559939702,,,,32.3,23.7,40.9,9.6,5,14.2,5979,3021,1216,2.484375,19.6,0.0196,4.9,2,2
13,215,Muscogee,Georgia,GA,7,25.3,21.9,28.7,78.2,73.9,82.6,25.1,1.039544572,1,21.6,28.6,7,0.603291597,32.2,26.9,37.6,22.1,18.7,25.5,6.7,5.1,8.4,29325,21263,4620,4.602380952,114.4,0.1144,48,1,2
13,217,Newton,Georgia,GA,23,28.6,19.9,37.3,77.5,68.1,86.9,29.5,1.221775493,1,21.4,37.6,16.2,1.396189125,,,,30.9,21.8,40.1,6.1,2.7,9.4,8285,6990,1819,3.842770753,35.8,0.0358,18.5,2,2
13,219,Oconee,Georgia,GA,38,24.8,17.7,31.9,75.4,66.2,84.5,15.6,0.646091447,0,9.2,21.9,12.7,1.094543327,18,9,27.1,16.5,9.9,23.1,5.3,1.7,8.9,2656,2374,435,5.457471264,94.1,0.0941,20.2,2,2
13,221,Oglethorpe,Georgia,GA,41,,,,,,,,,,,,,,,,,21.2,11.3,31.2,14,5.2,22.7,1695,921,275,3.349090909,22,0.022,14.7,1,1
13,223,Paulding,Georgia,GA,46,28.7,22.3,35.2,78.3,70.7,86,23.1,0.956712335,0,17.1,29,11.9,1.025595716,22.1,14.1,30.1,27.6,20.8,34.4,6.6,3.3,9.8,9423,4175,1106,3.774864376,5.3,0.0053,9.8,2,1
13,225,Peach,Georgia,GA,69,,,,90.2,82.2,98.2,,,,,,,,,,,20.2,11.4,29,12.6,6.2,18.9,3999,3022,929,3.252960172,52.4,0.0524,28.2,2,2
13,227,Pickens,Georgia,GA,39,19.8,12.5,27.2,,,,22.4,0.927721052,0,14.2,30.7,16.5,1.42204448,,,,24.3,15,33.6,8.2,3,13.5,3068,3132,482,6.497925311,56.3,0.0563,14.1,2,1
13,229,Pierce,Georgia,GA,69,24.8,16.7,32.9,,,,,,,,,,,,,,32.1,22.9,41.3,5.4,2.1,8.6,2857,2037,766,2.65926893,46.7,0.0467,17.5,1,2
13,231,Pike,Georgia,GA,39,,,,,,,,,,,,,,,,,,,,,,,1740,1649,407,4.051597052,12.4,0.0124,0,1,2
13,233,Polk,Georgia,GA,32,30.3,20.7,39.8,,,,17.9,0.741348519,0,9.9,25.8,15.9,1.370333771,,,,25.8,16.3,35.2,10.6,4.8,16.4,6406,5268,1585,3.323659306,32.1,0.0321,27.2,2,1
13,235,Pulaski,Georgia,GA,76,23,16.1,29.8,,,,27.7,1.147226479,1,19.6,35.8,16.2,1.396189125,,,,17.8,10.9,24.7,7.3,3.5,11,1513,1300,312,4.166666667,102.7,0.1027,30.8,2,2
13,237,Putnam,Georgia,GA,41,,,,,,,,,,,,,,,,,,,,9.3,3,15.7,3004,2543,467,5.445396146,30.3,0.0303,10.1,1,2
13,239,Quitman,Georgia,GA,70,,,,,,,,,,,,,,,,,,,,,,,563,465,125,3.72,0,0,0,1,1
13,241,Rabun,Georgia,GA,60,,,,,,,19.8,0.820039144,0,10.2,29.5,19.3,1.663361119,,,,,,,7.7,1.8,13.7,2266,2616,443,5.905191874,49.7,0.0497,18.6,1,1
13,243,Randolph,Georgia,GA,75,,,,,,,,,,,,,,,,,,,,,,,1701,1068,249,4.289156627,27.4,0.0274,13.7,2,2
13,245,Richmond,Georgia,GA,7,30.6,27.1,34.1,77.8,73.6,81.9,27.7,1.147226479,1,24.3,31.2,6.9,0.594673146,28.7,24.1,33.2,27.3,23.8,30.8,9.3,7.3,11.3,34098,20150,6218,3.24059183,153.8,0.1538,111.9,2,2
13,247,Rockdale,Georgia,GA,46,21.5,14.6,28.3,73,63.2,82.8,22.9,0.948429111,0,15.8,30.1,14.3,1.232438549,,,,17.1,9.9,24.4,11.6,6,17.2,9397,6544,1258,5.20190779,86.6,0.0866,36.9,1,2
13,249,Schley,Georgia,GA,42,,,,,,,,,,,,,,,,,,,,,,,733,401,102,3.931372549,24.3,0.0243,0,1,1
13,251,Screven,Georgia,GA,67,,,,,,,,,,,,,,,,,13.7,4.5,22.9,12.7,4.1,21.2,2731,1985,481,4.126819127,25.9,0.0259,25.9,2,1
13,253,Seminole,Georgia,GA,76,,,,,,,,,,,,,,,,,,,,8.7,2.8,14.5,1965,1473,332,4.436746988,97.6,0.0976,43.4,2,2
13,255,Spalding,Georgia,GA,23,,,,,,,,,,,,,,,,,26.7,17.8,35.6,4.5,0.7,8.3,9174,6864,2072,3.312741313,73.4,0.0734,27.7,1,2
13,257,Stephens,Georgia,GA,50,33.9,24.4,43.3,,,,26.9,1.114093585,1,17.9,35.9,18,1.55132125,,,,24.8,15.9,33.7,15.1,7.9,22.3,3482,4425,1120,3.950892857,83.8,0.0838,27.9,2,2
13,259,Stewart,Georgia,GA,74,,,,,,,,,,,,,,,,,,,,,,,1017,775,182,4.258241758,61.5,0.0615,0,1,2
13,261,Sumter,Georgia,GA,52,29.2,21.4,37,81,72.4,89.5,25.6,1.060252631,1,17.9,33.3,15.4,1.327241514,,,,25.8,15.8,35.7,9.3,4.2,14.4,5966,3597,953,3.774396642,57.7,0.0577,33.4,1,2
13,263,Talbot,Georgia,GA,66,,,,,,,,,,,,,,,,,,,,,,,1180,824,270,3.051851852,14.9,0.0149,0,1,1
13,265,Taliaferro,Georgia,GA,74,,,,,,,,,,,,,,,,,,,,,,,407,332,82,4.048780488,0,0,0,1,1
13,267,Tattnall,Georgia,GA,44,32.6,23.2,41.9,,,,27.2,1.12651842,1,17.8,36.6,18.8,1.620268862,,,,23.6,15.1,32,10.9,5,16.8,3854,2504,726,3.449035813,30.2,0.0302,4.3,1,1
13,269,Taylor,Georgia,GA,67,,,,,,,,,,,,,,,,,,,,,,,1622,1209,394,3.068527919,11.3,0.0113,0,2,2
13,271,Telfair,Georgia,GA,76,52.4,43.6,61.2,,,,26.1,1.08096069,1,18.6,33.5,14.9,1.284149257,,,,22.3,14.7,29.9,12,6.9,17,2227,1747,539,3.241187384,30.3,0.0303,22.7,2,2
13,273,Terrell,Georgia,GA,68,,,,,,,,,,,,,,,,,,,,,,,2395,1367,342,3.997076023,18.7,0.0187,9.3,1,1
13,275,Thomas,Georgia,GA,53,37.3,30.2,44.4,78.4,71.6,85.2,27.9,1.155509703,1,22,33.9,11.9,1.025595716,,,,22.3,16.2,28.3,10.1,5,15.2,7527,6204,1843,3.366250678,102.9,0.1029,35.8,1,2
13,277,Tift,Georgia,GA,53,33.3,26.6,39.9,79.8,72.4,87.2,30.3,1.254908387,1,23.7,37,13.3,1.146254035,28.8,19.7,37.9,17.5,12.3,22.7,9.7,5.7,13.8,7537,4512,1159,3.893011217,100.5,0.1005,27,2,2
13,279,Toombs,Georgia,GA,53,28,20.6,35.4,83.1,73.3,92.8,24.8,1.027119736,1,17.6,32,14.4,1.241057,,,,29.6,20.8,38.4,13.4,7.4,19.5,5925,3304,1089,3.033976125,99,0.099,36.7,2,2
13,281,Towns,Georgia,GA,60,,,,,,,,,,,,,,,,,,,,4.7,0,10.9,1101,2422,308,7.863636364,58.2,0.0582,9.7,2,2
13,283,Treutlen,Georgia,GA,76,27.8,18.4,37.3,,,,,,,,,,,,,,18.9,11.3,26.6,11.2,5.9,16.6,1336,777,277,2.805054152,29.6,0.0296,29.6,1,1
13,285,Troup,Georgia,GA,23,27.1,18.9,35.3,78.8,68.9,88.7,23.2,0.960853947,0,15.8,30.6,14.8,1.275530806,,,,23.2,15.6,30.9,9.9,5.2,14.6,8813,7529,1900,3.962631579,58.1,0.0581,35.5,2,2
13,287,Turner,Georgia,GA,68,,,,,,,,,,,,,,,,,,,,,,,2247,1259,322,3.909937888,52.8,0.0528,31.7,2,2
13,289,Twiggs,Georgia,GA,68,,,,,,,,,,,,,,,,,,,,,,,1792,1018,453,2.247240618,0,0,0,2,1
13,291,Union,Georgia,GA,65,19.4,12.3,26.5,,,,26.5,1.097527137,1,17.3,35.8,18.5,1.594413507,,,,15.5,8.9,22.1,8.9,3.8,13.9,2406,3936,588,6.693877551,65.7,0.0657,15.2,1,2
13,293,Upson,Georgia,GA,50,,,,92.1,84.5,99.8,,,,,,,,,,,,,,,,,4021,3780,1068,3.539325843,65,0.065,14.5,2,2
13,295,Walker,Georgia,GA,19,30.6,24.4,36.7,83.1,76,90.2,26,1.076819078,1,19.6,32.3,12.7,1.094543327,28.1,19.4,36.8,30.5,23.9,37.1,8.2,4.6,11.7,7490,9408,2183,4.309665598,20.3,0.0203,12.5,2,1
13,297,Walton,Georgia,GA,20,26.4,21,31.8,76.8,69.6,84,27,1.118235197,1,21.5,32.5,11,0.948029653,26.1,17.8,34.5,25.9,20.3,31.6,6,3.6,8.4,7351,7152,1538,4.650195059,44.9,0.0449,9.3,2,2
13,299,Ware,Georgia,GA,36,36.2,29.3,43.2,71.1,61.8,80.3,33.7,1.39572319,1,26.4,41,14.6,1.258293903,34.9,25,44.9,25.4,18.6,32.2,13.1,7.9,18.3,6258,5373,1763,3.047646058,101.5,0.1015,34.8,1,2
13,301,Warren,Georgia,GA,75,,,,,,,,,,,,,,,,,,,,,,,1175,837,223,3.753363229,32.8,0.0328,32.8,1,1
13,303,Washington,Georgia,GA,68,,,,,,,,,,,,,,,,,,,,12.8,5,20.5,3431,2494,671,3.716840537,59.6,0.0596,14.9,1,2
13,305,Wayne,Georgia,GA,51,31.9,23.5,40.2,87.5,80.9,94,28.8,1.19278421,1,21.4,36.3,14.9,1.284149257,,,,27.5,18.9,36,7.5,3.8,11.3,4558,3118,927,3.363538296,56.4,0.0564,28.2,2,2
13,307,Webster,Georgia,GA,42,,,,,,,,,,,,,,,,,,,,,,,424,247,51,4.843137255,0,0,0,2,2
13,309,Wheeler,Georgia,GA,75,,,,81.4,71.6,91.2,27.8,1.151368091,1,17.8,37.8,20,1.723690278,,,,19.7,10.6,28.7,8.9,2,15.9,1183,653,224,2.915178571,14.9,0.0149,0,2,1
13,311,White,Georgia,GA,60,27.5,18.3,36.6,,,,15.6,0.646091447,0,8.5,22.8,14.3,1.232438549,,,,23.3,14.1,32.4,6.7,2.6,10.8,3153,3202,579,5.530224525,33.3,0.0333,16.6,2,2
13,313,Whitfield,Georgia,GA,20,32.8,27,38.6,77.3,70.8,83.9,24.6,1.018836512,1,19.5,29.8,10.3,0.887700493,28.3,20.7,35.8,32,26.3,37.6,8,5,11,15142,9307,2311,4.027260926,86.9,0.0869,28.6,2,2
13,315,Wilcox,Georgia,GA,75,,,,89.1,82.8,95.5,,,,,,,,,,,,,,11.2,4.9,17.4,1395,1111,300,3.703333333,11.5,0.0115,0,2,1
13,317,Wilkes,Georgia,GA,71,,,,,,,,,,,,,,,,,,,,9.2,1.4,17,1702,1831,415,4.412048193,57.4,0.0574,38.3,1,1
13,319,Wilkinson,Georgia,GA,42,,,,,,,,,,,,,,,,,,,,5.1,0,12.8,1681,1364,489,2.789366053,19.7,0.0197,9.9,2,1
13,321,Worth,Georgia,GA,69,34.2,24.3,44,84.3,76.1,92.6,32.9,1.362590295,1,23,42.7,19.7,1.697834924,,,,26.1,16.6,35.6,16.8,8.5,25.2,3701,2102,544,3.863970588,36.4,0.0364,13.6,2,2
15,1,Hawaii,Hawaii,HI,6,20.2,19.1,21.4,75.9,74.6,77.2,19.6,0.811755921,0,18.4,20.8,2.4,0.206842833,23.9,22.2,25.7,21.1,19.8,22.3,6.8,6.1,7.4,24902,19710,3276,6.016483516,89.1,0.0891,49,1,2
15,3,Honolulu,Hawaii,HI,2,19,18.2,19.8,77.1,76.2,78.1,17.8,0.737206907,0,17,18.6,1.6,0.137895222,23.9,22.7,25.2,18,17.2,18.8,6.9,6.3,7.4,106915,115275,11477,10.04400105,124.5,0.1245,80.3,1,2
15,5,Kalawao,Hawaii,HI,37,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2
15,7,Kauai,Hawaii,HI,18,17.3,15.7,18.9,77,75,79,17.4,0.72064046,0,15.8,19.1,3.3,0.284408896,26.2,23.4,29,20.7,18.9,22.5,7,5.9,8,8126,7968,831,9.588447653,99,0.099,59.1,1,2
15,9,Maui,Hawaii,HI,12,19.9,18.5,21.2,75,73.3,76.6,17.7,0.733065296,0,16.4,19,2.6,0.224079736,21.4,19.5,23.3,20.8,19.5,22.2,5.9,5.2,6.6,17838,14057,1909,7.363541121,92.2,0.0922,45.8,1,2
16,1,Ada,Idaho,ID,10,15.5,14.3,16.8,77,75.1,78.9,18.5,0.76619819,0,17.2,19.9,2.7,0.232698188,21.6,19.4,23.7,18.1,16.7,19.4,5.1,4.3,5.8,36577,29613,4398,6.733287858,98.3,0.0983,48.2,1,2
16,3,Adams,Idaho,ID,80,22.8,15.4,30.2,79.6,70.8,88.3,24.2,1.002270065,1,16.8,31.6,14.8,1.275530806,,,,16.6,10,23.2,5.1,1.7,8.6,634,684,116,5.896551724,0,0,27.8,1,1
16,5,Bannock,Idaho,ID,20,17.5,15.8,19.2,80,77.6,82.3,23.7,0.981562006,0,21.6,25.7,4.1,0.353356507,22.1,19.3,24.9,18,16.2,19.8,7,6,8.1,12259,7859,1582,4.967762326,83.2,0.0832,48.6,1,2
16,7,Bear Lake,Idaho,ID,40,26,19.6,32.4,79.3,71.3,87.3,24.7,1.022978124,1,18.2,31.2,13,1.120398681,27.8,18.2,37.4,18.2,12.9,23.6,7.1,3.7,10.5,1121,1034,105,9.847619048,64.8,0.0648,32.4,2,2
16,9,Benewah,Idaho,ID,42,24.8,19.1,30.4,81.6,75.3,87.9,28.3,1.172076151,1,22.1,34.4,12.3,1.060069521,30.7,21.8,39.7,27.8,20.7,35,6,3.2,8.8,1507,1356,307,4.416938111,43.4,0.0434,43.4,1,2
16,11,Bingham,Idaho,ID,33,22.9,20.2,25.5,78.4,74.8,82,25.8,1.068535855,1,23,28.7,5.7,0.491251729,23.1,19.3,27,16.6,14.3,19,8.2,6.6,9.9,8846,4488,785,5.717197452,36.6,0.0366,38.9,1,2
16,13,Blaine,Idaho,ID,37,11.2,8.1,14.4,69.3,63.7,75,9.7,0.401736348,0,6.9,12.5,5.6,0.482633278,20.3,14.8,25.7,13.9,10.6,17.2,1.9,0.8,3,2677,1613,113,14.27433628,132.3,0.1323,56.7,2,2
16,15,Boise,Idaho,ID,80,20.9,13.7,28.1,,,,17.1,0.708215625,0,9.9,24.3,14.4,1.241057,,,,19.1,11.8,26.4,5.5,1.8,9.2,1159,627,131,4.786259542,26.5,0.0265,0,2,1
16,17,Bonner,Idaho,ID,33,20.2,17.4,23.1,76.6,73.1,80.2,19.1,0.791047861,0,16.4,21.8,5.4,0.465396375,28.8,24.4,33.1,22.2,19.4,24.9,5.6,4.2,7.1,6208,5071,983,5.158697864,61.1,0.0611,46.4,1,2
16,19,Bonneville,Idaho,ID,20,18.4,16.7,20.1,81.1,79,83.3,21.1,0.873880098,0,19.3,22.9,3.6,0.31026425,21.4,18.9,24,15.5,13.9,17.2,7.1,6,8.2,13095,8925,1607,5.553827007,55.5,0.0555,65.3,1,2
16,21,Boundary,Idaho,ID,42,21.2,16.3,26.1,76.8,69.9,83.6,20,0.828322368,0,15.2,24.7,9.5,0.818752882,18.3,11.6,25,22.4,17.4,27.5,4.9,2.6,7.2,1990,1374,291,4.721649485,84.8,0.0848,28.3,1,2
16,23,Butte,Idaho,ID,80,26.7,18,35.4,,,,24.2,1.002270065,1,15.6,32.8,17.2,1.482373639,,,,25.6,16.9,34.3,10.3,4.6,16,570,466,84,5.547619048,35.6,0.0356,0,2,2
16,25,Camas,Idaho,ID,78,,,,,,,,,,,,,,,,,,,,,,,186,132,14,9.428571429,0,0,0,1,1
16,27,Canyon,Idaho,ID,6,22.7,20.9,24.4,80.3,78.1,82.5,23.9,0.98984523,0,22.2,25.7,3.5,0.301645799,21.6,19.2,24,20,18.3,21.7,7.5,6.4,8.5,25735,15356,2653,5.788164342,40.1,0.0401,26.7,1,2
16,29,Caribou,Idaho,ID,78,24.5,18.7,30.3,78.5,71.7,85.4,22.5,0.931862664,0,16.7,28.2,11.5,0.99112191,22,13.4,30.5,17.8,12.4,23.3,9.7,5.8,13.5,1143,988,122,8.098360656,14,0.014,56.1,1,2
16,31,Cassia,Idaho,ID,42,24.6,20.7,28.5,76,71.3,80.8,21.5,0.890446545,0,17.8,25.3,7.5,0.646383854,21.1,15.9,26.3,17.5,14,21,6.6,4.5,8.7,5177,2661,338,7.872781065,46.9,0.0469,51.6,1,2
16,33,Clark,Idaho,ID,78,,,,,,,,,,,,,,,,,,,,,,,271,,,,0,0,0,2,1
16,35,Clearwater,Idaho,ID,80,21.3,17.3,25.3,77.4,71.6,83.2,22.5,0.931862664,0,18.2,26.7,8.5,0.732568368,35.3,27.8,42.8,24.2,19.3,29.1,8.5,5.7,11.3,1291,1430,319,4.482758621,119.4,0.1194,35.8,2,2
16,37,Custer,Idaho,ID,80,17.6,10.6,24.5,73.8,64.5,83.2,24.6,1.018836512,1,16.4,32.9,16.5,1.42204448,,,,21.2,14.3,28.2,5.9,1.5,10.4,838,610,99,6.161616162,24.5,0.0245,24.5,2,1
16,39,Elmore,Idaho,ID,39,21.8,17.2,26.5,81.1,75.3,86.8,26.7,1.105810361,1,21.6,31.9,10.3,0.887700493,29.1,21.1,37.2,23.9,18.9,29,4.5,2.4,6.7,4992,2164,316,6.848101266,45.4,0.0454,14,1,1
16,41,Franklin,Idaho,ID,39,19.8,15.3,24.3,82.8,77.4,88.2,17.7,0.733065296,0,13.4,22,8.6,0.74118682,18.3,11.6,25,9.2,5.8,12.6,5.3,3,7.7,2263,1401,135,10.37777778,32.3,0.0323,48.5,2,1
16,43,Fremont,Idaho,ID,83,24.1,19.2,29,81.9,76.3,87.4,19.8,0.820039144,0,15,24.5,9.5,0.818752882,29.6,21.7,37.5,16.7,11.9,21.4,7.7,4.7,10.6,2797,1528,218,7.009174312,16.3,0.0163,24.5,2,1
16,45,Gem,Idaho,ID,43,23.4,19.1,27.7,77.4,71.7,83.1,26,1.076819078,1,21.3,30.7,9.4,0.810134431,30,22.8,37.2,25.2,20.4,29.9,8.6,5.8,11.5,2746,2400,292,8.219178082,49.2,0.0492,12.3,1,2
16,47,Gooding,Idaho,ID,43,29.7,24.9,34.4,82.1,77.1,87,26,1.076819078,1,20.8,31.3,10.5,0.904937396,31.9,24.5,39.4,22.5,17.7,27.4,8.6,5.7,11.4,3209,2112,217,9.732718894,34.6,0.0346,27.7,2,2
16,49,Idaho,Idaho,ID,84,26.3,22.6,29.9,75.8,71.6,80,20.1,0.83246398,0,17,23.1,6.1,0.525725535,28.9,23.4,34.4,18.2,14.8,21.6,4.9,3.4,6.4,2513,2388,429,5.566433566,63.7,0.0637,19.1,2,2
16,51,Jefferson,Idaho,ID,39,24,20.3,27.8,80.8,76,85.5,25,1.03540296,1,21.1,28.8,7.7,0.663620757,24.1,18.5,29.8,10.8,8,13.5,7.5,5.2,9.9,4164,1974,324,6.092592593,0,0,23.2,1,2
16,53,Jerome,Idaho,ID,42,27.3,22.4,32.2,78.4,72.8,84,22.3,0.92357944,0,18.1,26.5,8.4,0.723949917,23.3,17,29.6,25.1,20.5,29.7,7.7,5.2,10.2,4296,2193,294,7.459183673,40.7,0.0407,15.3,1,2
16,55,Kootenai,Idaho,ID,19,18.1,16.4,19.7,79,76.8,81.1,20.9,0.865596874,0,19.1,22.6,3.5,0.301645799,22.8,20.2,25.3,20.9,19.1,22.8,6.2,5.2,7.1,16481,14985,2769,5.411700975,65.8,0.0658,46.2,1,2
16,57,Latah,Idaho,ID,28,13.5,11.6,15.4,77.6,74.6,80.5,16.5,0.683365953,0,14.4,18.5,4.1,0.353356507,19.6,16.3,22.8,14.3,12.3,16.3,4,2.9,5.1,4693,3365,511,6.585127202,54.7,0.0547,37.4,2,2
16,59,Lemhi,Idaho,ID,85,20.8,15.4,26.3,73.5,66,81.1,22.6,0.936004276,0,16.7,28.5,11.8,1.016977264,23.8,16.1,31.5,25.2,19.2,31.1,6.5,3.5,9.5,1637,1349,246,5.483739837,37.9,0.0379,12.6,2,2
16,61,Lewis,Idaho,ID,43,30,21.1,39,73.3,63.8,82.8,27,1.118235197,1,19.8,34.2,14.4,1.241057,,,,,,,6.6,3.4,9.8,600,1108,222,4.990990991,0,0,53.3,2,2
16,63,Lincoln,Idaho,ID,83,26.5,18.3,34.7,,,,19.5,0.807614309,0,12.2,26.9,14.7,1.266912355,,,,21.4,12.2,30.6,6.9,2.2,11.7,985,516,38,13.57894737,22,0.022,0,2,1
16,65,Madison,Idaho,ID,42,16.1,12.8,19.3,78.8,73.8,83.7,19.3,0.799331085,0,15.8,22.8,7,0.603291597,13.3,9.4,17.3,3.6,2.2,4.9,3.2,2,4.4,5314,1768,203,8.709359606,61.3,0.0613,42,2,2
16,67,Minidoka,Idaho,ID,42,26.6,22.7,30.6,79.7,75,84.4,25.9,1.072677466,1,21.7,30,8.3,0.715331465,25.1,19.5,30.8,16.9,13.6,20.1,5.3,3.2,7.4,4426,2742,373,7.351206434,26.3,0.0263,36.8,1,2
16,69,Nez Perce,Idaho,ID,30,21.3,19.1,23.4,78.2,75.4,81,24.6,1.018836512,1,22.3,27,4.7,0.405067215,28.7,25.2,32.2,22.9,20.6,25.2,7.2,5.9,8.6,4880,6099,1112,5.48471223,87,0.087,58,2,2
16,71,Oneida,Idaho,ID,82,29.2,20.8,37.6,87.3,78.1,96.5,23.8,0.985703618,0,15.7,31.8,16.1,1.387570674,,,,16.6,9.6,23.5,7.1,2.7,11.6,684,622,72,8.638888889,23.8,0.0238,23.8,2,2
16,73,Owyhee,Idaho,ID,86,34.1,27.3,40.8,84.9,79.6,90.3,29.4,1.217633881,1,22.7,36.1,13.4,1.154872486,33.2,23.4,43,26.6,20.4,32.8,3.9,1.4,6.5,2924,1156,174,6.643678161,9,0.009,9,1,1
16,75,Payette,Idaho,ID,43,23.7,19.8,27.6,78.3,73.3,83.3,26.7,1.105810361,1,22.5,30.9,8.4,0.723949917,34.5,27.5,41.6,23,19,27,8.2,5.4,11.1,4037,2768,414,6.685990338,18,0.018,27,1,1
16,77,Power,Idaho,ID,83,26.3,19.9,32.8,74.7,66.5,82.9,28.7,1.188642598,1,22.1,35.3,13.2,1.137635584,25.6,16.6,34.6,17.3,12.1,22.5,5.7,2.8,8.6,1713,752,113,6.654867257,12.9,0.0129,25.8,1,2
16,79,Shoshone,Idaho,ID,87,24.3,20.1,28.6,81.2,76.1,86.4,26,1.076819078,1,21.4,30.7,9.3,0.801515979,37.4,29.6,45.1,24.3,19.9,28.7,7.8,5.2,10.3,2227,2351,577,4.074523397,60.8,0.0608,68.4,2,2
16,81,Teton,Idaho,ID,38,10.2,6,14.3,74.4,66.5,82.3,17.8,0.737206907,0,12.3,23.3,11,0.948029653,16.5,9,23.9,12.1,7.2,16.9,5.3,2.2,8.4,1357,529,57,9.280701754,26.8,0.0268,26.8,2,1
